time,value,min,max
0,80.21875,35.0,137.0
200,128.43373493975903,35.0,414.0
400,79.07792207792208,35.0,367.0
600,61.74626865671642,35.0,97.0
800,63.54545454545455,35.0,97.0
1000,64.69117647058823,35.0,97.0
1200,63.20967741935484,35.0,96.0
1400,64.82352941176471,35.0,97.0
1600,65.34328358208955,35.0,97.0
1800,65.16417910447761,35.0,97.0
2000,66.07352941176471,35.0,97.0
2200,65.109375,35.0,97.0
2400,65.62121212121212,35.0,97.0
2600,66.07352941176471,35.0,97.0
