time,value
115.0,1
126.0,1
130.0,1
135.0,1
139.0,1
141.0,1
145.0,1
148.0,1
154.0,1
157.0,1
157.0,1
158.0,1
163.0,1
165.0,1
172.0,1
173.0,1
176.0,1
180.0,1
181.0,1
184.0,1
188.0,1
192.0,1
195.0,1
196.0,1
199.0,1
199.0,1
201.0,1
203.0,1
205.0,1
211.0,1
214.0,1
218.0,1
220.0,1
223.0,1
223.0,1
228.0,1
232.0,1
236.0,1
242.0,1
249.0,1
250.0,1
253.0,1
254.0,1
255.0,1
259.0,1
262.0,1
268.0,1
271.0,1
275.0,1
276.0,1
281.0,1
281.0,1
283.0,1
285.0,1
292.0,1
292.0,1
299.0,1
307.0,1
307.0,1
308.0,1
309.0,1
311.0,1
311.0,1
315.0,1
316.0,1
319.0,1
320.0,1
324.0,1
330.0,1
332.0,1
334.0,1
335.0,1
336.0,1
339.0,1
341.0,1
346.0,1
346.0,1
347.0,1
355.0,1
357.0,1
358.0,1
363.0,1
367.0,1
370.0,1
373.0,1
376.0,1
382.0,1
385.0,1
388.0,1
389.0,1
389.0,1
390.0,1
394.0,1
397.0,1
403.0,1
415.0,1
416.0,1
417.0,1
417.0,1
418.0,1
420.0,1
421.0,1
421.0,1
422.0,1
439.0,1
442.0,1
443.0,1
448.0,1
449.0,1
450.0,1
452.0,1
454.0,1
456.0,1
458.0,1
469.0,1
470.0,1
471.0,1
473.0,1
478.0,1
479.0,1
486.0,1
489.0,1
490.0,1
491.0,1
493.0,1
497.0,1
498.0,1
500.0,1
502.0,1
504.0,1
508.0,1
516.0,1
517.0,1
523.0,1
531.0,1
532.0,1
537.0,1
541.0,1
541.0,1
543.0,1
545.0,1
546.0,1
552.0,1
554.0,1
555.0,1
558.0,1
565.0,1
569.0,1
574.0,1
576.0,1
577.0,1
578.0,1
581.0,1
585.0,1
585.0,1
589.0,1
590.0,1
592.0,1
593.0,1
594.0,1
604.0,1
611.0,1
615.0,1
616.0,1
619.0,1
622.0,1
623.0,1
628.0,1
630.0,1
632.0,1
643.0,1
643.0,1
646.0,1
651.0,1
652.0,1
658.0,1
659.0,1
659.0,1
661.0,1
667.0,1
669.0,1
670.0,1
675.0,1
677.0,1
681.0,1
682.0,1
683.0,1
694.0,1
695.0,1
697.0,1
698.0,1
700.0,1
701.0,1
702.0,1
702.0,1
703.0,1
704.0,1
704.0,1
708.0,1
710.0,1
712.0,1
720.0,1
724.0,1
731.0,1
733.0,1
734.0,1
736.0,1
740.0,1
743.0,1
745.0,1
746.0,1
751.0,1
759.0,1
762.0,1
763.0,1
772.0,1
772.0,1
781.0,1
784.0,1
785.0,1
789.0,1
790.0,1
790.0,1
793.0,1
794.0,1
795.0,1
801.0,1
803.0,1
809.0,1
812.0,1
813.0,1
820.0,1
821.0,1
821.0,1
822.0,1
826.0,1
827.0,1
830.0,1
833.0,1
840.0,1
844.0,1
847.0,1
852.0,1
854.0,1
859.0,1
859.0,1
863.0,1
868.0,1
872.0,1
876.0,1
880.0,1
880.0,1
883.0,1
886.0,1
886.0,1
890.0,1
892.0,1
902.0,1
904.0,1
908.0,1
913.0,1
918.0,1
919.0,1
922.0,1
922.0,1
923.0,1
927.0,1
928.0,1
929.0,1
929.0,1
931.0,1
935.0,1
939.0,1
946.0,1
946.0,1
949.0,1
950.0,1
960.0,1
961.0,1
961.0,1
963.0,1
965.0,1
970.0,1
971.0,1
975.0,1
982.0,1
983.0,1
984.0,1
990.0,1
994.0,1
995.0,1
997.0,1
1002.0,1
1003.0,1
1004.0,1
1006.0,1
1010.0,1
1012.0,1
1014.0,1
1016.0,1
1018.0,1
1021.0,1
1030.0,1
1037.0,1
1038.0,1
1040.0,1
1046.0,1
1048.0,1
1051.0,1
1053.0,1
1059.0,1
1060.0,1
1064.0,1
1064.0,1
1065.0,1
1067.0,1
1068.0,1
1071.0,1
1072.0,1
1080.0,1
1081.0,1
1081.0,1
1085.0,1
1092.0,1
1098.0,1
1101.0,1
1102.0,1
1103.0,1
1104.0,1
1109.0,1
1110.0,1
1112.0,1
1115.0,1
1119.0,1
1122.0,1
1133.0,1
1138.0,1
1139.0,1
1141.0,1
1146.0,1
1148.0,1
1149.0,1
1151.0,1
1153.0,1
1160.0,1
1165.0,1
1167.0,1
1168.0,1
1172.0,1
1175.0,1
1181.0,1
1192.0,1
1193.0,1
1195.0,1
1196.0,1
1198.0,1
1198.0,1
1199.0,1
1200.0,1
1202.0,1
1203.0,1
1204.0,1
1210.0,1
1214.0,1
1216.0,1
1219.0,1
1222.0,1
1226.0,1
1227.0,1
1231.0,1
1235.0,1
1240.0,1
1241.0,1
1243.0,1
1246.0,1
1246.0,1
1248.0,1
1253.0,1
1257.0,1
1258.0,1
1261.0,1
1262.0,1
1264.0,1
1264.0,1
1269.0,1
1273.0,1
1273.0,1
1279.0,1
1280.0,1
1287.0,1
1288.0,1
1291.0,1
1295.0,1
1296.0,1
1300.0,1
1300.0,1
1304.0,1
1311.0,1
1315.0,1
1322.0,1
1323.0,1
1324.0,1
1327.0,1
1327.0,1
1328.0,1
1330.0,1
1338.0,1
1342.0,1
1349.0,1
1351.0,1
1354.0,1
1355.0,1
1357.0,1
1364.0,1
1369.0,1
1370.0,1
1376.0,1
1377.0,1
1378.0,1
1381.0,1
1381.0,1
1382.0,1
1384.0,1
1385.0,1
1392.0,1
1393.0,1
1396.0,1
1403.0,1
1408.0,1
1408.0,1
1409.0,1
1411.0,1
1415.0,1
1419.0,1
1420.0,1
1423.0,1
1424.0,1
1435.0,1
1435.0,1
1436.0,1
1441.0,1
1442.0,1
1443.0,1
1446.0,1
1447.0,1
1450.0,1
1462.0,1
1464.0,1
1465.0,1
1469.0,1
1472.0,1
1473.0,1
1474.0,1
1477.0,1
1478.0,1
1481.0,1
1489.0,1
1492.0,1
1496.0,1
1500.0,1
1501.0,1
1504.0,1
1505.0,1
1511.0,1
1516.0,1
1517.0,1
1520.0,1
1522.0,1
1523.0,1
1528.0,1
1528.0,1
1531.0,1
1543.0,1
1543.0,1
1544.0,1
1547.0,1
1550.0,1
1554.0,1
1555.0,1
1558.0,1
1559.0,1
1561.0,1
1562.0,1
1565.0,1
1570.0,1
1577.0,1
1578.0,1
1581.0,1
1582.0,1
1582.0,1
1585.0,1
1586.0,1
1592.0,1
1598.0,1
1604.0,1
1608.0,1
1612.0,1
1613.0,1
1619.0,1
1624.0,1
1624.0,1
1625.0,1
1630.0,1
1631.0,1
1632.0,1
1636.0,1
1639.0,1
1642.0,1
1647.0,1
1648.0,1
1651.0,1
1653.0,1
1654.0,1
1655.0,1
1661.0,1
1666.0,1
1674.0,1
1679.0,1
1681.0,1
1682.0,1
1685.0,1
1688.0,1
1690.0,1
1693.0,1
1700.0,1
1705.0,1
1706.0,1
1708.0,1
1709.0,1
1711.0,1
1712.0,1
1716.0,1
1717.0,1
1717.0,1
1723.0,1
1727.0,1
1732.0,1
1733.0,1
1733.0,1
1738.0,1
1739.0,1
1740.0,1
1743.0,1
1744.0,1
1747.0,1
1754.0,1
1756.0,1
1759.0,1
1766.0,1
1770.0,1
1771.0,1
1771.0,1
1774.0,1
1774.0,1
1775.0,1
1781.0,1
1782.0,1
1787.0,1
1794.0,1
1798.0,1
1798.0,1
1808.0,1
1810.0,1
1813.0,1
1817.0,1
1819.0,1
1824.0,1
1825.0,1
1831.0,1
1831.0,1
1835.0,1
1836.0,1
1840.0,1
1841.0,1
1844.0,1
1847.0,1
1848.0,1
1851.0,1
1852.0,1
1862.0,1
1863.0,1
1867.0,1
1874.0,1
1875.0,1
1879.0,1
1879.0,1
1885.0,1
1889.0,1
1890.0,1
1891.0,1
1894.0,1
1894.0,1
1897.0,1
1898.0,1
1900.0,1
1901.0,1
1906.0,1
1916.0,1
1917.0,1
1918.0,1
1921.0,1
1922.0,1
1922.0,1
1928.0,1
1929.0,1
1933.0,1
1933.0,1
1944.0,1
1945.0,1
1948.0,1
1955.0,1
1959.0,1
1960.0,1
1960.0,1
1963.0,1
1970.0,1
1974.0,1
1975.0,1
1976.0,1
1982.0,1
1982.0,1
1983.0,1
1986.0,1
1987.0,1
1987.0,1
1987.0,1
1990.0,1
1991.0,1
1998.0,1
2002.0,1
2004.0,1
2009.0,1
2010.0,1
2013.0,1
2014.0,1
2014.0,1
2017.0,1
2030.0,1
2031.0,1
2035.0,1
2036.0,1
2037.0,1
2040.0,1
2041.0,1
2044.0,1
2052.0,1
2056.0,1
2062.0,1
2063.0,1
2064.0,1
2067.0,1
2068.0,1
2068.0,1
2070.0,1
2071.0,1
2079.0,1
2085.0,1
2089.0,1
2090.0,1
2094.0,1
2095.0,1
2105.0,1
2110.0,1
2111.0,1
2113.0,1
2116.0,1
2116.0,1
2117.0,1
2118.0,1
2122.0,1
2122.0,1
2125.0,1
2137.0,1
2139.0,1
2143.0,1
2143.0,1
2144.0,1
2144.0,1
2145.0,1
2148.0,1
2149.0,1
2152.0,1
2160.0,1
2164.0,1
2170.0,1
2171.0,1
2172.0,1
2175.0,1
2176.0,1
2176.0,1
2179.0,1
2187.0,1
2188.0,1
2193.0,1
2194.0,1
2202.0,1
2203.0,1
2203.0,1
2206.0,1
2211.0,1
2218.0,1
2219.0,1
2220.0,1
2224.0,1
2224.0,1
2225.0,1
2226.0,1
2230.0,1
2233.0,1
2236.0,1
2242.0,1
2247.0,1
2253.0,1
2256.0,1
2257.0,1
2263.0,1
2272.0,1
2279.0,1
2280.0,1
2283.0,1
2284.0,1
2285.0,1
2287.0,1
2290.0,1
2297.0,1
2299.0,1
2302.0,1
2303.0,1
2306.0,1
2306.0,1
2310.0,1
2311.0,1
2311.0,1
2314.0,1
2317.0,1
2321.0,1
2322.0,1
2326.0,1
2328.0,1
2329.0,1
2333.0,1
2334.0,1
2337.0,1
2338.0,1
2341.0,1
2341.0,1
2344.0,1
2353.0,1
2359.0,1
2361.0,1
2364.0,1
2365.0,1
2368.0,1
2368.0,1
2375.0,1
2377.0,1
2380.0,1
2386.0,1
2388.0,1
2391.0,1
2392.0,1
2395.0,1
2403.0,1
2404.0,1
2407.0,1
2409.0,1
2411.0,1
2415.0,1
2418.0,1
2419.0,1
2419.0,1
2422.0,1
2430.0,1
2434.0,1
2436.0,1
2441.0,1
2442.0,1
2445.0,1
2446.0,1
2446.0,1
2449.0,1
2456.0,1
2461.0,1
2463.0,1
2467.0,1
2468.0,1
2469.0,1
2472.0,1
2473.0,1
2476.0,1
2483.0,1
2484.0,1
2488.0,1
2490.0,1
2491.0,1
2495.0,1
2500.0,1
2503.0,1
2510.0,1
2511.0,1
2515.0,1
2519.0,1
2522.0,1
2523.0,1
2527.0,1
2537.0,1
2542.0,1
2542.0,1
2546.0,1
2548.0,1
2549.0,1
2550.0,1
2557.0,1
2560.0,1
2560.0,1
2564.0,1
2566.0,1
2569.0,1
2569.0,1
2573.0,1
2576.0,1
2577.0,1
2596.0,1
2596.0,1
2598.0,1
2599.0,1
2600.0,1
2601.0,1
2602.0,1
2602.0,1
2603.0,1
2604.0,1
2608.0,1
2614.0,1
2618.0,1
2619.0,1
2630.0,1
2631.0,1
2637.0,1
2641.0,1
2641.0,1
2645.0,1
2647.0,1
2650.0,1
2650.0,1
2654.0,1
2658.0,1
2664.0,1
2665.0,1
2668.0,1
2668.0,1
2673.0,1
2676.0,1
2677.0,1
2681.0,1
2685.0,1
2686.0,1
2687.0,1
2700.0,1
2704.0,1
2704.0,1
2708.0,1
2712.0,1
2713.0,1
2715.0,1
2716.0,1
2722.0,1
2722.0,1
2726.0,1
2731.0,1
2731.0,1
2734.0,1
2738.0,1
2739.0,1
2742.0,1
2743.0,1
2745.0,1
2745.0,1
2749.0,1
2749.0,1
2753.0,1
2754.0,1
2758.0,1
2758.0,1
2764.0,1
2766.0,1
2770.0,1
2773.0,1
2776.0,1
2781.0,1
2785.0,1
2791.0,1
2793.0,1
2796.0,1
2797.0,1
2799.0,1
2799.0,1
2800.0,1
2807.0,1
2808.0,1
2812.0,1
