time,value,min,max
0,57.48837209302326,35.0,136.0
200,80.5609756097561,35.0,240.0
400,64.29850746268657,35.0,126.0
600,67.25373134328358,35.0,156.0
800,65.60606060606061,35.0,97.0
1000,68.21739130434783,35.0,158.0
1200,65.31746031746032,35.0,97.0
1400,64.53030303030303,35.0,97.0
1600,65.44776119402985,35.0,97.0
1800,68.3970588235294,35.0,189.0
2000,65.82352941176471,35.0,97.0
2200,65.109375,35.0,97.0
2400,65.94029850746269,35.0,97.0
2600,66.0923076923077,35.0,97.0
