time,value,min,max
0,54.0,35.0,85.0
200,60.703125,35.0,96.0
400,62.4,35.0,96.0
600,61.515151515151516,35.0,96.0
800,62.48529411764706,35.0,96.0
1000,63.13636363636363,35.0,96.0
1200,63.06349206349206,35.0,96.0
1400,62.971014492753625,35.0,96.0
1600,63.13636363636363,35.0,96.0
1800,62.971014492753625,35.0,96.0
2000,63.15151515151515,35.0,96.0
2200,62.609375,35.0,96.0
2400,63.38235294117647,35.0,96.0
2600,63.15151515151515,35.0,96.0
