time,value,min,max
0,79.82857142857142,35.0,200.0
200,126.37974683544304,35.0,387.0
400,76.48101265822785,35.0,360.0
600,58.294117647058826,35.0,96.0
800,55.52238805970149,35.0,86.0
1000,56.80597014925373,35.0,86.0
1200,56.77777777777778,35.0,86.0
1400,55.15942028985507,35.0,86.0
1600,55.298507462686565,35.0,75.0
1800,54.705882352941174,35.0,75.0
2000,55.298507462686565,35.0,75.0
2200,54.6875,35.0,75.0
2400,55.0,35.0,75.0
2600,55.298507462686565,35.0,75.0
