time,value
35.0,1
47.0,2
58.0,3
59.0,4
110.0,5
116.0,6
167.0,7
172.0,8
176.0,9
178.0,10
185.0,11
189.0,12
193.0,13
194.0,14
194.0,15
196.0,16
198.0,17
202.0,18
206.0,19
206.0,20
208.0,21
213.0,22
214.0,23
216.0,24
217.0,25
217.0,26
219.0,27
220.0,28
221.0,29
224.0,30
231.0,31
232.0,32
232.0,33
234.0,34
235.0,35
237.0,36
238.0,37
239.0,38
242.0,39
244.0,40
245.0,41
245.0,42
249.0,43
250.0,44
251.0,45
252.0,46
253.0,47
256.0,48
256.0,49
257.0,50
258.0,51
259.0,52
260.0,53
261.0,54
263.0,55
265.0,56
267.0,57
268.0,58
269.0,59
271.0,60
273.0,61
273.0,62
274.0,63
275.0,64
277.0,65
277.0,66
279.0,67
279.0,68
285.0,69
286.0,70
287.0,71
290.0,72
291.0,73
292.0,74
292.0,75
297.0,76
299.0,77
300.0,78
302.0,79
303.0,80
305.0,81
312.0,82
316.0,83
317.0,84
319.0,85
324.0,86
327.0,87
328.0,88
329.0,89
329.0,90
332.0,91
333.0,92
340.0,93
343.0,94
344.0,95
345.0,96
350.0,97
356.0,98
356.0,99
359.0,100
364.0,101
370.0,102
372.0,103
372.0,104
377.0,105
378.0,106
382.0,107
383.0,108
386.0,109
390.0,110
393.0,111
393.0,112
395.0,113
397.0,114
398.0,115
401.0,116
405.0,117
409.0,118
410.0,119
410.0,120
414.0,121
421.0,122
424.0,123
426.0,124
432.0,125
435.0,126
437.0,127
440.0,128
444.0,129
447.0,130
451.0,131
452.0,132
457.0,133
459.0,134
460.0,135
463.0,136
464.0,137
467.0,138
474.0,139
478.0,140
480.0,141
485.0,142
486.0,143
487.0,144
491.0,145
494.0,146
499.0,147
500.0,148
501.0,149
503.0,150
506.0,151
515.0,152
517.0,153
518.0,154
518.0,155
522.0,156
523.0,157
528.0,158
530.0,159
532.0,160
533.0,161
544.0,162
545.0,163
548.0,164
555.0,165
556.0,166
556.0,167
559.0,168
560.0,169
561.0,170
571.0,171
571.0,172
572.0,173
576.0,174
578.0,175
583.0,176
586.0,177
588.0,178
594.0,179
597.0,180
599.0,181
599.0,182
602.0,183
606.0,184
609.0,185
611.0,186
614.0,187
622.0,188
623.0,189
625.0,190
626.0,191
626.0,192
630.0,193
637.0,194
640.0,195
641.0,196
647.0,197
651.0,198
653.0,199
656.0,200
659.0,201
663.0,202
664.0,203
667.0,204
668.0,205
673.0,206
678.0,207
680.0,208
683.0,209
686.0,210
690.0,211
691.0,212
