time,value,min,max
0,95.57142857142857,35.0,186.0
200,93.31868131868131,35.0,333.0
400,57.81159420289855,35.0,96.0
600,57.865671641791046,35.0,87.0
800,60.59016393442623,35.0,97.0
1000,70.44285714285714,35.0,355.0
1200,65.06451612903226,35.0,187.0
1400,63.98550724637681,35.0,145.0
1600,76.58333333333333,35.0,975.0
1800,60.096774193548384,35.0,166.0
2000,61.27536231884058,35.0,157.0
