time,value
0,32.16499999999997
200,42.845000000000006
400,43.66500000000002
600,41.285000000000025
800,39.37499999999998
1000,39.62500000000001
1200,37.73499999999998
1400,37.22499999999997
1600,37.26999999999999
1800,37.569999999999986
2000,37.05499999999997
2200,37.46
2400,37.33500000000003
2600,37.364999999999974
2800,37.410000000000004
3000,37.754999999999995
3200,37.80500000000001
3400,37.67499999999998
3600,37.56499999999999
3800,37.32500000000002
4000,37.63500000000001
4200,37.245
4400,37.355
4600,37.39999999999998
4800,37.32999999999999
5000,37.584999999999994
5200,37.37500000000003
5400,37.050000000000004
5600,37.62
5800,37.685
