time,value,min,max
0,94.36363636363636,35.0,194.0
200,95.48913043478261,35.0,251.0
400,64.8030303030303,35.0,157.0
600,63.621212121212125,35.0,97.0
800,66.08955223880596,35.0,156.0
1000,66.43478260869566,35.0,115.0
1200,65.45161290322581,35.0,97.0
1400,66.55072463768116,35.0,147.0
1600,68.21739130434783,35.0,186.0
1800,65.91935483870968,35.0,157.0
2000,67.13235294117646,35.0,179.0
2200,65.15942028985508,35.0,97.0
2400,65.34426229508196,35.0,190.0
2600,67.6470588235294,35.0,189.0
