time,value,min,max
0,94.85714285714286,35.0,219.0
200,94.10989010989012,35.0,262.0
400,58.42857142857143,35.0,96.0
600,57.61538461538461,35.0,86.0
800,56.98571428571429,35.0,95.0
1000,56.36363636363637,35.0,135.0
1200,56.8125,35.0,135.0
1400,57.50819672131148,35.0,97.0
1600,68.95833333333333,35.0,356.0
1800,65.68253968253968,35.0,386.0
2000,61.208955223880594,35.0,157.0
2200,73.1830985915493,35.0,975.0
2400,57.215384615384615,35.0,105.0
2600,56.21212121212121,35.0,135.0
